Title,Brand,Series,CPU,GPU,RAM,Storage,Display,Weight,OS,Price(Rs),Original Price(Rs),Discount Percentage,Rating,Review Count,Specs Raw,Product URL,RAM_GB,Storage_GB,Display_inches,Weight_KG
"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i7,,16 gb,1 tb,14 inch,1.4 kg,windows 11,61990.0,110490.0,43.0,4.4,75.0,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-1-tb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmd38998009f90e?pid=COMHAUZWMJNUBXVE&lid=LSTCOMHAUZWMJNUBXVEFCZ6QJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_287&otracker=search&fm=organic&iid=en_w7YTpXD5Q7MhuWuilWs6yeCT5Rf7EcyMctYgmF7Yx9Al-mM_35l4HBrNlRkZ40d43n-GI4bHZhGmd0Cz-KAJePUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=kqvciqg9280000001765368706143&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.4
"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Wedgewood, 1.4 Kg, With MS Office)",Motorola,,i7,,16 gb,512 gb,14 inch,1.4 kg,windows 11,57990.0,104890.0,44.0,4.4,75.0,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_288&otracker=search&fm=organic&iid=en_w7YTpXD5Q7MhuWuilWs6yeCT5Rf7EcyMctYgmF7Yx9DEAq-Y7F0FJrDbJkJQ7Kuxvyl8S9EKf8cqb7qBMYdpNKV8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=kqvciqg9280000001765368706143&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Laptop (15.6 inch, Ash Black, 1.5 kg, With MS Office)",Hp,,amd athlon dual core 7120u,,8 gb,256 gb,15.6 inch,1.5 kg,windows 11,25990.0,48990.0,46.0,,,"AMD Athlon Dual Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 256 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Warranty",https://www.flipkart.com/hp-255-g10-2025-amd-athlon-dual-core-7120u-8-gb-256-gb-ssd-windows-11-home-thin-light-laptop/p/itm39ed6bac86a27?pid=COMHG77PF27ZK7YZ&lid=LSTCOMHG77PF27ZK7YZOTGZVF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_289&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHG77PF27ZK7YZ.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,8.0,256.0,15.6,1.5
"Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin and Light Laptop (15.6 Inch, Arctic Grey, 1.62 Kg, With MS Office)",Lenovo,ideapad,intel core i5 12th gen 12450h,,16 gb,512 gb,15.6 inch,1.62 kg,windows 11,48749.0,78590.0,37.0,4.2,77.0,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,https://www.flipkart.com/lenovo-ideapad-slim-3-backlit-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2Y3ENU2RNV&lid=LSTCOMGVQ2Y3ENU2RNV6NW176&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_290&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMGVQ2Y3ENU2RNV.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.62
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1407QA-LY088WS Thin and Light Laptop (14 Inch, Platinum Gold, 1.49 Kg, With MS Office)",Asus,vivobook,snapdragon x,,16 gb,512 gb,14 inch,1.49 kg,windows 11,52990.0,81990.0,35.0,4.4,34.0,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1407qa-ly088ws-thin-light-laptop/p/itm50b9ac5b77ae0?pid=COMHEDHREAGHHPGG&lid=LSTCOMHEDHREAGHHPGGDRJ6MG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_291&otracker=search&fm=organic&iid=en_ivlrFaO1QqI-X9v0k8flKIeG54HPFcUHuByHWdtifjKXRf8NPtd3yPbGfGTZFS586lHUgV1CBhN-vtsG-WIcKPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.49
"ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic*, Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) FX677VU-RL155WS Gaming Laptop (16 Inch, Mecha Gray, 2.2 Kg, With MS Office)",Asus,,intel core i7 13th gen 13620h,NVIDIA GeForce RTX 4050,16 gb,512 gb,16 inch,2.2 kg,windows 11,93990.0,113990.0,17.0,4.5,4.0,"Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), , McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",https://www.flipkart.com/asus-tuf-gaming-f16-2025-office-2024-m365-basic-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-fx677vu-rl155ws-laptop/p/itm20da9b0404ed0?pid=COMHA9ECBNF8Z68D&lid=LSTCOMHA9ECBNF8Z68DQGHIWZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_293&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHA9ECBNF8Z68D.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,2.2
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) S3607QA-SH079WS Thin and Light Laptop (16 inch, Green, 1.74 Kg, With MS Office)",Asus,vivobook,snapdragon x,,16 gb,512 gb,16 inch,1.74 kg,windows 11,63990.0,98990.0,35.0,4.4,53.0,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh079ws-thin-light-laptop/p/itma802a754ee9ca?pid=COMHCQ5EYFADM4PZ&lid=LSTCOMHCQ5EYFADM4PZEX9VZJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_294&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHCQ5EYFADM4PZ.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,1.74
"ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5060/240 Hz) G615LM-S5128WS Gaming Laptop (16 inch, Eclipse Gray, 2.65 Kg, With MS Office)",Asus,,intel core ultra 9 275h,NVIDIA GeForce RTX 5060,16 gb,1 tb,16 inch,2.65 kg,windows 11,103490.0,164723.0,18.0,4.8,0.0,"Intel Core Ultra 9 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), , McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",https://www.flipkart.com/asus-rog-strix-g16-2025-office-2024-m365-basic-intel-core-ultra-9-275hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5060-240-hz-g615lm-s5128ws-gaming-laptop/p/itm9486b8549da35?pid=COMHCQ4KMQUGFQBG&lid=LSTCOMHCQ4KMQUGFQBGXRLSMQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_295&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHCQ4KMQUGFQBG.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,1024.0,16.0,2.65
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1404VAP-EB542WS Thin and Light Laptop (14 Inch, Quiet Blue, 1.4 Kg, With MS Office)",Asus,vivobook,,,16 gb,512 gb,14 inch,1.4 kg,windows 11,50990.0,73990.0,31.0,4.5,3.0,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1404vap-eb542ws-thin-light-laptop/p/itmed4c22418d03b?pid=COMHEDHRGABJG29C&lid=LSTCOMHEDHRGABJG29CZC2TR1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_296&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHEDHRGABJG29C.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"Lenovo IdeaPad Slim 3 WUXGA IPS Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH10 Thin and Light Laptop (38.86 cm, Luna Grey, 1.59 Kg, With MS Office)",Lenovo,ideapad,intel core i5 13th gen 13420h,,16 gb,512 gb,,1.59 kg,windows 11,59990.0,81390.0,26.0,4.3,3.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 98.7 cm (38.86 cm) Display | Office Home 2024 | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-wuxga-ips-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh10-thin-light-laptop/p/itm2f0cc6859b8c0?pid=COMHA9FK5XHYYAZJ&lid=LSTCOMHA9FK5XHYYAZJVDGARI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_298&otracker=search&fm=organic&iid=en_ivlrFaO1QqI-X9v0k8flKIeG54HPFcUHuByHWdtifjLWIRoX8HHuMe6cndm3DwpNPVygmJ3vq9roIt4oHKvMgfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.59
"ASUS Vivobook S14 OLED (2025), Copilot + PC, AI PC, Metal Body, Backlit Keyboard, Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) S5406SA-QD098WS Thin and Light Laptop (14 Inch, Blue, 1.3 Kg, With MS Office)",Asus,vivobook,intel core ultra 5 226v,,16 gb,512 gb,14 inch,1.3 kg,windows 11,79990.0,116990.0,31.0,4.4,2.0,"Intel Core Ultra 5 Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee? 1 year | 1 Year Onsite warranty",https://www.flipkart.com/asus-vivobook-s14-oled-2025-copilot-pc-ai-metal-body-backlit-keyboard-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-s5406sa-qd098ws-thin-light-laptop/p/itmef4e485c66819?pid=COMH89EBSS8VRUNH&lid=LSTCOMH89EBSS8VRUNHJU9JJ6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_299&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMH89EBSS8VRUNH.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.3
"Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light Laptop (15.6 inch, Arctic Grey, 1.65 Kg)",Lenovo,,ryzen 3,,8 gb,512 gb,15.6 inch,1.65 kg,windows 11,29999.0,44567.0,32.0,4.2,190.0,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-g4-amn-1-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGPYKZAWY8UX6C&lid=LSTCOMGPYKZAWY8UX6CRNSUMJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_300&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMGPYKZAWY8UX6C.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.65
"Lenovo �IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 5 14IRH10 Thin and Light Laptop (14 Inch, Luna Grey, 1.39 Kg, With MS Office)",Lenovo,ideapad,intel core i5 13th gen 13420h,,16 gb,512 gb,14 inch,1.39 kg,windows 11,62990.0,85390.0,26.0,4.6,3.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-full-metal-body-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-ideapad-14irh10-thin-light-laptop/p/itm0b17c3ba291b5?pid=COMHC5GNMHRMZKHM&lid=LSTCOMHC5GNMHRMZKHMK3BMPK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_301&otracker=search&fm=organic&iid=en_ivlrFaO1QqI-X9v0k8flKIeG54HPFcUHuByHWdtifjJr5GM2DIZZTEElpEd251jEKHd-qoef7anL9dzVRyi08_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.39
"Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and Light Laptop (14 inch, Luna Grey, 1.39 Kg, With MS Office)",Lenovo,ideapad,intel core i5 13th gen 13420h,,16 gb,1 tb,14 inch,1.39 kg,windows 11,65990.0,97290.0,32.0,4.6,3.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Office Home 2024 | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-full-metal-body-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm1df1fe93dcbfd?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS6PPM9N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_302&otracker=search&fm=organic&iid=en_ivlrFaO1QqI-X9v0k8flKIeG54HPFcUHuByHWdtifjIIZupibl7dhfVjq4wg6rKrsKJSFN_8qRcApQ3mQbDClPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.39
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-BQ2523WS Thin and Light Laptop (15.6 inch, Green Gray, 1.63 Kg, With MS Office)",Asus,vivobook,ryzen 5,,8 gb,512 gb,15.6 inch,1.63 kg,windows 11,36990.0,48990.0,24.0,4.3,1.0,"AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-go-15-2025-office-2024-m365-basic-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-bq2523ws-thin-light-laptop/p/itm313aa4209e563?pid=COMHCQ5EGANGZ3NN&lid=LSTCOMHCQ5EGANGZ3NNE2UYYT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_303&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHCQ5EGANGZ3NN.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.63
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) S3407QA-KP027WS Thin and Light Laptop (14 inch, Matte Gray, 1.39 Kg, With MS Office)",Asus,vivobook,snapdragon x,,16 gb,512 gb,14 inch,1.39 kg,windows 11,57990.0,92990.0,37.0,4.4,53.0,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-ai-pc-backlit-keyboard-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3407qa-kp027ws-thin-light-laptop/p/itmafafdebe9e0fe?pid=COMH9SJ9R2XPUEKZ&lid=LSTCOMH9SJ9R2XPUEKZ5XQBHY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_304&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMH9SJ9R2XPUEKZ.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.39
"Acer TravelLite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) TL04-51M Thin and Light Laptop (14 inch, Black, 1.4 kg, With MS Office)",Acer,,intel core i5 13th gen 1334u,,16 gb,512 gb,14 inch,1.4 kg,windows 11,42990.0,80990.0,46.0,,,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Warranty",https://www.flipkart.com/acer-travellite-2025-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-tl04-51m-thin-light-laptop/p/itm5195940ec1f6d?pid=COMHHTGC5HN6SWUF&lid=LSTCOMHHTGC5HN6SWUFFIAOWZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_305&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHHTGC5HN6SWUF.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"HP Victus Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa2077TX Gaming Laptop (15.6 Inch, Performance Blue, Chrome Logo, 2.29 Kg, With MS Office)",Hp,victus,intel core i7 13th gen 13620h,NVIDIA GeForce RTX 3050,16 gb,512 gb,15.6 inch,2.29 kg,windows 11,79999.0,99382.0,19.0,4.5,0.0,Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 & MISC PC Game Pass DA 3M | 1 Year Onsite Warranty,https://www.flipkart.com/hp-victus-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa2077tx-gaming-laptop/p/itmcf53a8998f8ae?pid=COMHEJV92YEHN3CC&lid=LSTCOMHEJV92YEHN3CCDTXWNL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_306&otracker=search&fm=organic&iid=e450b6b1-d0e2-48e5-a560-b8ed012298b7.COMHEJV92YEHN3CC.SEARCH&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,2.29
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_307&otracker=search&fm=organic&iid=en_ivlrFaO1QqI-X9v0k8flKIeG54HPFcUHuByHWdtifjJMh7I4rlBOe7XePaRoi3AXBDHUlre3G0n6YFhkv2tc8fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i7,,16 gb,512 gb,14 inch,1.4 kg,windows 11,57990.0,104890.0,44.0,4.4,75.0,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm96df72a170b7f?pid=COMHAUZWRPCKAGKZ&lid=LSTCOMHAUZWRPCKAGKZOGJOIN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_308&otracker=search&fm=organic&iid=en_ivlrFaO1QqI-X9v0k8flKIeG54HPFcUHuByHWdtifjK60nkbMOAOzB4lh-CCifHhhrWVvAIhvAGcT5rMmOAZRPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=dsj1amuy6o0000001765368711073&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
